timestamp,LinearAccelerometerSensor,AccX,AccY,AccZ
1747397069006,0.8968173319378582,-0.4791535949707031,1.063089294433594,8.63404541015625
1747397069033,0.39102665000978,-0.3933819580078125,0.9499246215820312,7.933651885986328
1747397069100,0.1499595770029339,-0.8840615844726563,1.3650114440917969,8.570278015136719
1747397069167,0.7459947587276506,-2.711910552978516,3.4346076965332037,9.258397064208983
1747397069234,0.5959926679756926,-1.6351995849609375,4.291276245117188,7.224127349853516
1747397069299,1.362476881756246,-4.333488464355469,3.604354705810547,3.357218627929688
1747397069367,0.7281663751118661,-4.23439453125,3.329825592041016,6.464906158447266
1747397069433,0.4610234592139716,-3.2825239562988284,3.959715728759766,7.774383087158204
1747397069501,1.4083340080963949,1.3430072021484376,6.70650375366211,7.703730010986328
1747397069567,0.3314970674418463,0.5798941040039063,6.104755096435548,8.867410125732423
1747397069633,0.2783538448412758,-0.2823129272460937,5.766159210205078,9.318122863769531
1747397069699,0.5877089133479746,-0.5267546081542969,3.8276902770996095,9.87556365966797
1747397069766,0.4645566513213235,1.3632151794433591,4.153562622070313,10.471175079345704
1747397069833,0.753256333174232,2.8900401306152346,2.5899142456054687,8.734037475585938
1747397069899,0.6592640307716905,3.4193394470214846,2.6852659606933598,6.721173248291016
1747397069966,0.2770776250016191,3.42966796875,3.8583764648437504,7.181915130615235
1747397070033,0.3937032830175712,3.047213287353516,5.093458099365234,7.571554870605469
1747397070099,0.3865575274617593,2.8289671325683594,5.376220092773438,8.842711486816407
1747397070166,0.8028428261965571,1.5582595825195311,4.786745910644531,11.386072540283203
1747397070233,0.647937623550112,0.0240998840332031,4.767286376953125,8.875792694091798
1747397070301,0.4437471575284717,-0.2174977111816406,5.086572418212891,7.721542968750001
1747397070366,0.1453160238241221,-0.0173638916015625,4.951553192138672,8.699309692382814
1747397070433,1.0073899768920738,1.1079959106445314,2.435285797119141,11.478430480957032
1747397070498,0.8009695657311426,1.7212705993652344,0.1095721435546875,11.58890075683594
1747397070566,0.8480079531863776,2.2195843505859374,0.5749543762207031,8.075706481933594
1747397070632,0.596893627314686,1.8781443786621093,1.205892333984375,6.586603088378906
1747397070698,0.3722064961716035,2.3442750549316407,2.253563690185547,7.954757995605469
1747397070765,0.544116588742931,2.351160736083985,2.205663299560547,9.916578369140623
1747397070832,0.3058894096318481,2.7336154174804688,1.871408386230469,10.496771850585938
1747397070898,0.3782912548009292,3.775299224853516,2.065704345703125,11.198662261962893
1747397070965,0.2526188400760947,4.176614685058594,2.744393005371094,10.743309173583985
1747397071031,0.3739506073617974,3.0765522766113285,2.506088562011719,9.624385986328123
1747397071098,0.8860320535945896,0.2073188781738281,3.005450134277344,8.271499328613281
1747397071165,0.8750333958007109,0.4318519592285156,1.725312194824219,11.939322052001954
1747397071231,0.6928693147411087,-0.942589874267578,0.5764512634277345,9.301806793212892
1747397071299,0.7359744441168284,-1.960173797607422,1.4259347534179687,7.212301940917969
1747397071365,0.2163404898919021,-1.149309997558594,1.7886305236816409,7.528294830322266
1747397071432,0.3654790017451251,-0.9000782775878907,3.186274108886719,7.88006332397461
1747397071497,0.6364051020020333,-1.071621551513672,2.515518951416016,10.33585647583008
1747397071565,0.3871173391413766,-1.272803192138672,2.1270767211914063,10.860814819335936
1747397071632,0.4151427437734498,-1.4426998901367187,2.308200073242188,9.14702865600586
1747397071697,0.1528571461054377,-1.1193722534179689,1.936522979736328,9.143885192871094
1747397071765,0.1809729351854603,-0.5887257385253907,1.877545623779297,9.681417388916016
1747397071831,0.1339550336127432,-0.2797682189941406,2.119292907714844,9.717791748046876
1747397071897,0.1225923760592116,-0.8198451232910157,1.940714263916016,9.46317123413086
1747397071964,0.1324093798533205,-0.6890171813964844,2.3213726806640627,9.31228500366211
1747397072031,0.1869512828812564,-0.5146298217773437,2.552192687988281,10.05668701171875
1747397072097,0.1839538917303265,-0.0393681335449218,2.253563690185547,10.341993713378908
1747397072164,0.4856322959445662,0.3634442138671875,0.918489990234375,11.288774871826172
1747397072231,0.2415891362832662,0.8662486267089844,0.4345463562011719,11.028915252685549
1747397072297,1.010516643531425,3.107687530517578,0.5306465148925782,14.278507690429688
1747397072364,1.0009644471770844,1.370849304199219,0.2532733154296875,9.638307037353515
1747397072431,1.0929342880745647,-0.1968406677246094,0.9289682006835938,6.680906982421876
1747397072497,0.6811320440989833,1.9978953552246093,2.8647427368164062,7.390132141113281
1747397072564,0.4664162828516096,1.6598982238769533,0.661025390625,8.258626098632813
1747397072630,0.8505118264304946,1.5606546020507814,2.928959197998047,10.914104003906251
1747397072696,0.4380942450136894,-0.0781375122070312,2.7428961181640625,10.69705535888672
1747397072763,0.5372326683307614,0.0269439697265625,3.557202758789063,8.638386383056641
1747397072830,0.1438205041701342,0.3679348754882812,2.837200012207032,9.232650604248049
1747397072897,0.3874141995282115,-1.1320957946777344,2.646197204589844,9.699978790283204
1747397072963,0.0890966134916572,-0.5667214965820313,3.0126351928710937,9.536518707275391
1747397073030,0.2414612530115834,-0.4893324279785156,2.997217254638672,8.59093505859375
1747397073098,0.3253437084802969,-0.1396595764160156,3.4118550109863284,7.661966857910157
1747397073163,0.175129637979406,-0.1375639343261719,3.599265289306641,8.581953735351563
1747397073229,0.5830394511226608,-0.3529660034179687,2.390977935791016,10.453511810302734
1747397073296,0.2049598615460592,-0.0004490661621093,2.6334736633300784,9.186396789550782
